ID,area_calc,elev_mean,elev_med,elev_std,elev_ran,slope_mean,mvert_dist,mvert_ang,elon_ratio,strm_dens,p_mean,et0_mean,eta_mean,arid_1,arid_2,p_season,frac_snow,hi_prec_fr,hi_prec_du,hi_prec_ti,lo_prec_fr,lo_prec_du,lo_prec_ti,lc_dom,agr_fra,bare_fra,forest_fra,glac_fra,lake_fra,urban_fra,lai_max,lai_diff,ndvi_max,ndvi_min,gvf_max,gvf_diff,bedrk_dep,root_dep,soil_poros,soil_condu,soil_tawc,sand_fra,silt_fra,clay_fra,grav_fra,oc_fra,gc_dom,gc_ig_fra,gc_mt_fra,gc_pa_fra,gc_pb_fra,gc_pi_fra,gc_py_fra,gc_sc_fra,gc_sm_fra,gc_ss_fra,gc_su_fra,gc_va_fra,gc_vb_fra,gc_wb_fra,geol_perme,geol_poros,govnr,name,river,area_gov,elev,lon,lat,country,fedstate,region,obsbeg_day,obsbeg_hr,obsend,gaps_pre,gaps_post,area_ratio,nrs_euhyd,nrs_rivat,typimpact,diur_art,diur_glac,degimpact,h1989_q_mean,h1989_runoff_ratio,h1989_stream_elas,h1989_slope_fdc,h1989_baseflow_index_ladson,h1989_baseflow_index_lfstat,h1989_hfd_mean,h1989_Q5,h1989_Q95,h1989_high_q_freq,h1989_high_q_dur,h1989_low_q_freq,h1989_low_q_dur,h1989_zero_q_freq,h1981_q_mean,h1981_runoff_ratio,h1981_stream_elas,h1981_slope_fdc,h1981_baseflow_index_ladson,h1981_baseflow_index_lfstat,h1981_hfd_mean,h1981_Q5,h1981_Q95,h1981_high_q_freq,h1981_high_q_dur,h1981_low_q_freq,h1981_low_q_dur,h1981_zero_q_freq,wb_P,wb_PCRPS,wb_PERA5,wb_PMSW,wb_PET,wb_ET0,wb_ETA,wb_Q1,wb_Q2,transfer_count,has_transfer,is_impacted,valid_runoff_days
501,6791.957,1266,1217,429,2579,283,151.7,86,0.613,0.86,3.29,2.12,1.38,0.64,0.58,0.48,0.22,11.2,1.15,jja,166.8,2.86,djf,312,0.142,0.035,0.617,0.0,0.0,0.03,3.6,3.27,0.71,0.21,0.84,0.68,1.0,0.66,0.46,0.177,0.1,0.485,0.325,0.19,0.121,0.014,mt,0.0,0.654,0.005,0.0,0.0,0.0,0.216,0.088,0.0,0.0,0.018,0.02,0.0,-12.4,0.04,211763,Friesach,Mur,6791.5,380,4724159,2686744,AUT,STY,Mur,1987,1987,0,0.0,0.0,1.0,RL35075498,20451202.0,"A,G",1,0,s,1.48,0.45,0.579,1.544,0.78,0.807,220.95,0.595,3.161,0.0,0.0,0.0,0.0,0.0,1.485,0.444,0.997,1.458,0.782,0.81,222.667,0.604,3.112,0.0,0.0,0.0,0.0,0.0,3.29,3.22,3.71,3.53,6.89,2.12,1.38,1.48,1.49,0,0,1,11323
506,49.9,544,503,134,675,154,16.8,143,0.476,0.71,2.49,2.47,1.61,0.99,0.99,0.51,0.08,18.1,1.18,jja,223.6,3.52,djf,313,0.488,0.0,0.476,0.0,0.0,0.037,4.16,3.66,0.78,0.35,0.9,0.56,3.47,0.41,0.47,0.354,0.07,0.42,0.356,0.223,0.05,0.01,sm,0.0,0.0,0.0,0.0,0.0,0.0,0.4,0.6,0.0,0.0,0.0,0.0,0.0,-12.2,0.138,211953,Hitzendorf,Liebochbach,50.0,359,4724085,2671271,AUT,STY,Mur,1995,1995,0,0.0,0.0,0.998,RL35073661,20455731.0,-,0,0,l,,,,,,,,,,,,,,,0.671,0.26,1.85,2.52,0.501,0.449,196.0,0.088,2.11,8.909,2.108,48.361,8.512,0.0,2.49,2.51,2.78,2.62,3.7,2.47,1.61,,0.67,0,0,0,8401
510,75.711,1247,1261,353,1688,221,17.9,110,0.549,0.98,2.87,2.14,1.78,0.75,0.59,0.52,0.15,18.45,1.14,jja,221.7,3.54,djf,312,0.077,0.001,0.71,0.0,0.0,0.002,4.24,3.79,0.73,0.29,0.83,0.57,0.98,0.66,0.46,0.281,0.11,0.495,0.324,0.18,0.127,0.011,mt,0.0,0.996,0.0,0.0,0.0,0.0,0.0,0.004,0.0,0.0,0.0,0.0,0.0,-14.1,0.011,211383,Schwanberg,Schwarze Sulm,75.2,402,4718630,2640882,AUT,STY,Mur,1981,1976,0,0.0,0.0,1.007,RL35070428,20461182.0,G,0,0,m,1.955,0.68,0.756,1.301,0.77,0.771,213.6,0.807,4.259,0.55,1.375,0.0,0.0,0.0,1.996,0.688,0.861,1.287,0.773,0.79,213.583,0.795,4.307,0.472,1.417,0.0,0.0,0.0,2.87,3.01,2.96,3.48,7.74,2.14,1.78,1.96,2.0,0,0,1,13514
513,84.916,1022,1025,352,1524,202,20.2,114,0.515,1.01,2.86,2.23,1.69,0.78,0.67,0.53,0.14,18.35,1.14,jja,218.8,3.44,djf,312,0.126,0.0,0.764,0.0,0.0,0.063,4.3,3.83,0.75,0.34,0.83,0.52,1.01,0.65,0.45,0.412,0.1,0.507,0.316,0.176,0.121,0.011,mt,0.0,0.925,0.0,0.0,0.0,0.0,0.0,0.075,0.0,0.0,0.0,0.0,0.0,-14.2,0.023,211664,Frauental (Lassnitz),Lassnitz,85.3,323,4722489,2649080,AUT,STY,Mur,1982,1982,0,0.0,0.0,0.995,RL35071172,20459628.0,-,0,0,l,1.437,0.503,1.073,1.335,0.749,0.732,204.4,0.599,3.245,0.75,1.364,0.0,0.0,0.0,1.512,0.523,1.209,1.381,0.745,0.734,202.886,0.588,3.453,0.714,1.389,0.086,1.5,0.0,2.86,2.85,2.96,3.63,6.55,2.23,1.69,1.44,1.51,0,0,0,13149
523,122.319,313,312,46,252,104,23.5,158,0.531,0.52,2.19,2.47,1.65,1.13,1.04,0.43,0.07,20.05,1.17,jja,247.7,4.24,djf,211,0.651,0.0,0.328,0.0,0.0,0.021,4.23,3.99,0.8,0.25,0.94,0.73,6.85,0.55,0.48,0.357,0.09,0.418,0.346,0.236,0.063,0.009,sm,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.969,0.0,0.0,0.0,0.031,0.0,-14.0,0.187,211508,Fluttendorf,Gnasbach,119.3,223,4768078,2641842,AUT,STY,Mur,1981,1976,0,0.0,0.0,1.025,RL35070641,20461546.0,-,0,0,l,0.54,0.246,2.106,2.23,0.475,0.403,166.75,0.052,1.841,10.15,1.781,49.55,7.451,0.0,0.568,0.257,1.623,2.192,0.489,0.42,163.306,0.063,1.957,10.528,1.867,43.389,6.912,0.0,2.19,2.3,1.96,2.4,3.85,2.47,1.65,0.54,0.57,0,0,0,13514
525,62.193,2168,2200,351,1659,390,11.2,182,0.794,0.75,3.47,1.93,0.99,0.56,0.52,0.42,0.35,12.4,1.15,son,177.45,3.14,djf,321,0.05,0.383,0.279,0.0,0.0,0.001,2.01,1.95,0.53,0.0,0.69,0.84,0.64,0.65,0.44,0.066,0.1,0.561,0.28,0.159,0.104,0.012,mt,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-14.1,0.01,212225,Ausservillgraten,Winkeltalbach,62.2,1257,4506724,2633402,AUT,TYR,Drava,1991,1991,0,0.0,0.0,1.0,RL35043049,20460290.0,-,0,0,l,,,,,,,,,,,,,,,2.217,0.619,1.066,2.302,0.77,0.871,245.769,0.686,5.485,0.0,0.0,0.0,0.0,0.0,3.47,3.37,3.77,2.94,4.83,1.93,0.99,,2.22,0,0,0,9862
535,47.242,2450,2468,419,2040,436,11.5,164,0.674,0.7,4.34,1.75,0.76,0.4,0.41,0.42,0.46,9.1,1.06,jja,158.7,2.8,djf,332,0.015,0.609,0.05,0.107,0.0,0.0,1.08,1.08,0.34,-0.04,0.45,0.64,0.65,0.42,0.4,0.031,0.06,0.726,0.178,0.096,0.124,0.015,mt,0.0,0.795,0.205,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-14.1,0.01,212118,Spoettling,Kalser Bach,47.0,1487,4521168,2660445,AUT,TYR,Drava,1981,1976,0,0.0,0.0,1.005,RL35045557,20454051.0,-,0,1,l,4.485,1.034,0.931,4.71,0.688,0.755,275.55,0.527,14.277,3.15,1.658,106.65,53.325,0.0,4.408,1.012,0.789,4.801,0.685,0.751,277.0,0.494,14.082,3.278,1.735,107.25,45.424,0.0,4.34,4.35,4.47,3.97,2.82,1.75,0.76,4.49,4.41,0,0,0,13514
537,1198.335,2146,2223,560,3016,397,52.9,110,0.739,0.7,3.93,1.9,0.83,0.48,0.5,0.41,0.42,9.75,1.08,son,161.35,2.86,djf,312,0.06,0.39,0.26,0.042,0.0,0.009,2.09,2.04,0.51,0.01,0.65,0.78,0.6,0.59,0.43,0.046,0.09,0.61,0.251,0.139,0.111,0.016,mt,0.0,0.928,0.067,0.0,0.0,0.0,0.004,0.0,0.0,0.0,0.0,0.0,0.0,-13.9,0.01,212167,Lienz,Isel,1198.7,667,4532185,2639296,AUT,TYR,Drava,1981,1976,0,0.0,0.0,1.0,RL35043533,20459191.0,"A,E",1,1,s,2.795,0.712,1.076,3.932,0.718,0.768,264.4,0.506,8.075,0.35,1.167,33.4,11.322,0.0,2.834,0.716,0.885,3.973,0.717,0.77,265.972,0.495,8.05,0.306,1.1,38.972,14.03,0.0,3.93,3.94,4.08,3.91,3.37,1.9,0.83,2.8,2.83,0,0,1,13514
538,1877.359,2032,2076,551,3027,389,54.4,110,0.898,0.73,3.82,1.96,0.91,0.51,0.54,0.42,0.39,11.0,1.1,son,163.35,2.93,djf,312,0.072,0.336,0.329,0.027,0.0,0.014,2.28,2.2,0.55,0.03,0.69,0.79,0.6,0.64,0.44,0.054,0.1,0.563,0.281,0.157,0.112,0.014,mt,0.0,0.807,0.043,0.0,0.0,0.0,0.139,0.002,0.005,0.004,0.0,0.0,0.0,-12.6,0.019,212316,Lienz-Peggetz,Drau,1876.2,661,4533578,2638553,AUT,TYR,Drava,1981,1976,0,0.0,0.0,1.001,RL35043492,20459501.0,A,1,1,s,2.476,0.649,0.904,3.211,0.743,0.801,258.0,0.591,6.568,0.1,2.0,1.7,2.267,0.0,2.498,0.647,1.085,3.237,0.745,0.802,259.028,0.563,6.481,0.056,2.0,7.944,7.15,0.0,3.82,3.6,3.9,3.61,4.06,1.96,0.91,2.48,2.5,0,0,1,13514
539,58.089,2170,2201,402,2012,381,13.5,137,0.637,0.71,3.92,1.88,1.0,0.48,0.46,0.43,0.31,11.0,1.11,son,164.55,2.92,djf,332,0.013,0.53,0.246,0.0,0.0,0.0,1.71,1.64,0.47,0.01,0.59,0.74,0.61,0.49,0.41,0.04,0.07,0.684,0.204,0.111,0.111,0.014,mt,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-14.1,0.01,212217,Obernussdorf,Debantbach,56.8,1169,4536859,2643155,AUT,TYR,Drava,1986,1986,0,0.0,0.0,1.023,RL35043879,20459409.0,-,0,0,l,2.715,0.692,0.823,2.557,0.699,0.736,252.05,0.695,8.201,1.5,1.429,0.1,2.0,0.0,2.825,0.71,0.996,2.7,0.702,0.737,254.194,0.689,8.307,1.032,1.391,3.516,13.625,0.0,3.92,3.93,4.17,3.67,4.15,1.88,1.0,2.72,2.83,0,0,0,11688
547,1047.346,1936,2002,572,3025,391,55.7,117,0.656,0.78,3.92,1.94,0.98,0.49,0.48,0.42,0.36,10.65,1.08,son,163.9,2.93,djf,312,0.065,0.285,0.343,0.021,0.003,0.012,2.49,2.4,0.56,0.05,0.68,0.76,0.64,0.6,0.43,0.034,0.09,0.584,0.265,0.151,0.106,0.012,mt,0.0,0.841,0.146,0.0,0.0,0.0,0.013,0.0,0.0,0.0,0.0,0.0,0.0,-13.5,0.011,212399,Kolbnitz a. d. Tauernbahn VHP,Moell,1043.8,608,4572903,2645790,AUT,CRN,Drava,1981,1976,0,0.006,0.0,1.003,RL35044032,20458492.0,"A,E,I",1,0,s,2.067,0.527,1.285,1.657,0.747,0.725,237.55,0.724,4.799,0.1,1.0,0.3,1.2,0.0,2.083,0.527,1.069,1.654,0.761,0.74,239.444,0.744,4.689,0.028,1.0,0.167,1.2,0.0,3.92,3.72,4.12,4.28,4.12,1.94,0.98,2.07,2.08,0,0,1,13514
556,286.058,1355,1404,446,1852,276,25.5,265,0.747,0.92,3.01,2.11,1.41,0.7,0.5,0.37,0.23,16.0,1.18,son,205.95,3.39,djf,312,0.106,0.0,0.514,0.0,0.049,0.055,3.27,3.01,0.7,0.19,0.81,0.69,0.78,0.69,0.46,0.073,0.11,0.477,0.332,0.191,0.123,0.01,mt,0.0,0.869,0.0,0.0,0.0,0.0,0.077,0.0,0.0,0.0,0.0,0.007,0.048,-12.9,0.024,212522,Seebruecke,Millstaetter Seebach,286.6,587,4588960,2639694,AUT,CRN,Drava,1981,1976,0,0.006,0.0,0.998,RL35070193,20459620.0,D,0,0,l,1.345,0.447,1.718,1.417,0.768,0.838,201.65,0.507,3.056,0.0,0.0,0.0,0.0,0.0,1.375,0.451,1.542,1.411,0.777,0.846,207.389,0.55,3.112,0.0,0.0,0.0,0.0,0.0,3.01,3.53,3.35,3.72,6.48,2.11,1.41,1.35,1.38,0,0,1,13514
562,88.68,915,857,291,1391,197,11.7,124,0.911,0.72,3.11,2.22,1.58,0.71,0.61,0.43,0.11,17.1,1.19,jja,212.1,3.51,djf,312,0.33,0.0,0.597,0.0,0.0,0.064,3.89,3.51,0.76,0.3,0.89,0.62,1.16,0.65,0.45,0.237,0.1,0.513,0.309,0.178,0.106,0.011,mt,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-14.1,0.01,213231,Sonnberg,Tiebel,86.9,504,4630600,2628483,AUT,CRN,Drava,1981,1977,0,0.0,0.0,1.02,RL35069040,20463348.0,-,0,0,l,1.65,0.531,0.615,0.923,0.855,0.877,179.25,0.966,2.952,0.0,0.0,0.0,0.0,0.0,1.687,0.534,0.763,0.873,0.851,0.871,182.833,0.966,2.98,0.0,0.0,0.0,0.0,0.0,3.11,3.14,3.08,3.31,5.16,2.22,1.58,1.65,1.69,0,0,0,13514
563,165.493,865,799,316,1417,205,23.5,227,0.617,0.69,3.18,2.24,1.6,0.7,0.62,0.43,0.11,17.1,1.19,jja,210.75,3.5,djf,312,0.249,0.0,0.584,0.0,0.065,0.089,3.63,3.24,0.73,0.27,0.84,0.6,1.14,0.69,0.46,0.174,0.11,0.477,0.331,0.193,0.115,0.01,mt,0.0,0.921,0.0,0.0,0.0,0.0,0.015,0.0,0.0,0.0,0.0,0.0,0.065,-13.4,0.024,212597,Urlaken-OWF,Ossiacher Seebach,169.7,500,4618403,2621410,AUT,CRN,Drava,1981,1976,0,0.0,0.0,0.975,RL35068356,20464056.0,D,0,0,l,1.438,0.453,1.052,1.129,0.851,0.937,176.55,0.726,2.681,0.0,0.0,0.0,0.0,0.0,1.489,0.461,1.461,1.018,0.862,0.95,180.472,0.767,2.662,0.0,0.0,0.111,4.0,0.0,3.18,3.27,3.08,3.37,5.05,2.24,1.6,1.44,1.49,0,0,1,13514
569,907.917,1341,1358,472,2152,334,83.9,97,0.405,0.85,4.43,2.18,1.42,0.49,0.58,0.41,0.21,16.25,1.2,son,179.35,3.43,djf,312,0.115,0.058,0.594,0.0,0.001,0.02,3.81,3.59,0.73,0.16,0.85,0.78,0.75,0.58,0.46,0.044,0.09,0.45,0.354,0.196,0.136,0.013,sc,0.0,0.363,0.029,0.0,0.0,0.0,0.55,0.057,0.0,0.0,0.0,0.0,0.0,-12.1,0.048,212753,Noetsch,Gail,908.5,546,4598260,2614335,AUT,CRN,Drava,1981,1976,0,0.0,0.0,0.999,RL35067657,20465551.0,-,0,0,l,2.612,0.59,1.712,1.567,0.696,0.726,184.9,0.921,6.345,2.05,2.05,0.0,0.0,0.0,2.682,0.596,1.795,1.571,0.712,0.749,192.778,0.947,6.605,1.583,1.966,0.0,0.0,0.0,4.43,3.27,3.79,3.94,5.47,2.18,1.42,2.61,2.68,0,0,0,13514
570,188.118,1248,1196,352,2039,389,21.9,29,0.705,0.83,4.64,2.16,1.53,0.47,0.47,0.33,0.14,18.7,1.22,son,197.55,3.73,djf,313,0.059,0.1,0.696,0.0,0.005,0.024,3.57,3.33,0.71,0.19,0.8,0.68,0.56,0.77,0.5,0.039,0.12,0.397,0.381,0.223,0.108,0.014,sc,0.0,0.0,0.0,0.0,0.0,0.0,0.727,0.004,0.0,0.265,0.004,0.0,0.0,-11.9,0.103,212761,Thoerl,Gailitz,188.0,593,4600995,2609493,AUT,CRN,Drava,1981,1976,0,0.0,0.0,1.001,RL35067030,20467346.0,G,0,0,m,3.268,0.704,1.576,1.389,0.697,0.711,177.8,1.258,7.596,2.65,1.71,0.65,13.0,0.0,3.42,0.724,1.275,1.471,0.7,0.722,183.75,1.282,8.344,2.167,1.472,0.528,6.333,0.0,4.64,3.81,4.4,5.17,6.68,2.16,1.53,3.27,3.42,0,0,1,13514
576,227.306,1555,1553,293,1387,267,22.4,132,0.76,0.86,2.99,2.02,1.34,0.68,0.45,0.44,0.24,16.0,1.17,jja,204.8,3.35,djf,312,0.106,0.0,0.565,0.0,0.0,0.002,3.3,3.04,0.69,0.18,0.8,0.69,0.81,0.69,0.45,0.067,0.11,0.522,0.305,0.174,0.114,0.011,mt,0.0,0.86,0.0,0.0,0.0,0.0,0.016,0.001,0.0,0.0,0.0,0.123,0.0,-13.1,0.021,212878,Urschwirtbruecke,Gurk,230.3,935,4627221,2637297,AUT,CRN,Drava,1981,1976,0,0.006,0.0,0.987,RL35069922,20461072.0,L,0,0,m,1.45,0.484,1.185,2.042,0.714,0.753,214.25,0.406,3.649,0.45,2.25,4.4,9.778,0.0,1.465,0.482,1.463,2.023,0.714,0.754,222.25,0.395,3.703,0.278,1.667,4.056,9.125,0.0,2.99,3.33,3.14,4.24,7.31,2.02,1.34,1.45,1.47,0,0,1,13514
577,29.553,1292,1263,255,1288,248,9.1,135,0.677,0.95,2.95,2.09,1.34,0.71,0.51,0.48,0.24,15.2,1.18,jja,203.65,3.29,djf,312,0.145,0.0,0.75,0.0,0.0,0.0,3.99,3.55,0.71,0.31,0.79,0.52,0.9,0.63,0.44,0.085,0.1,0.559,0.284,0.157,0.109,0.012,mt,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-14.1,0.01,213769,Deutsch Griffen,Griffenbach,29.5,750,4631858,2646538,AUT,CRN,Drava,2007,2007,0,0.0,0.0,1.002,RL35071012,20458414.0,-,0,0,l,,,,,,,,,,,,,,,1.404,0.432,3.287,1.929,0.697,0.704,213.7,0.371,3.673,0.5,1.667,2.4,3.429,0.0,2.95,3.12,3.02,4.27,6.25,2.09,1.34,,1.4,0,0,0,3800
580,163.737,1163,1087,286,1641,182,18.4,216,0.784,0.8,2.91,2.13,1.56,0.73,0.63,0.55,0.17,14.3,1.12,jja,196.9,3.12,djf,312,0.317,0.002,0.588,0.0,0.0,0.015,3.97,3.62,0.76,0.25,0.9,0.69,0.97,0.69,0.47,0.259,0.11,0.455,0.347,0.198,0.131,0.01,mt,0.0,0.597,0.0,0.0,0.0,0.0,0.26,0.0,0.0,0.0,0.0,0.143,0.0,-12.3,0.034,213405,Guldendorf,Olsabach,161.8,652,4654916,2661795,AUT,CRN,Drava,1994,1994,0,0.014,0.0,1.012,RL35073275,20455726.0,-,0,0,l,,,,,,,,,,,,,,,0.866,0.285,1.215,1.159,0.828,0.854,193.522,0.395,1.662,0.0,0.0,0.0,0.0,0.0,2.91,3.02,3.32,3.25,7.9,2.13,1.56,,0.87,0,0,0,8766
581,471.11,1155,1120,282,1687,231,30.7,113,0.799,0.79,2.85,2.14,1.54,0.75,0.61,0.52,0.17,14.35,1.15,jja,199.7,3.18,djf,312,0.251,0.002,0.663,0.0,0.0,0.016,3.98,3.56,0.75,0.3,0.86,0.59,0.89,0.71,0.46,0.239,0.11,0.464,0.341,0.195,0.13,0.01,mt,0.0,0.8,0.0,0.0,0.0,0.0,0.137,0.0,0.0,0.0,0.0,0.063,0.0,-12.6,0.022,212894,Hirt,Metnitz,469.4,602,4659405,2653096,AUT,CRN,Drava,1981,1976,0,0.0,0.0,1.004,RL35071679,20457648.0,-,0,0,l,0.933,0.327,0.779,1.203,0.791,0.806,195.4,0.425,1.942,0.05,1.0,0.0,0.0,0.0,0.947,0.329,0.496,1.176,0.794,0.809,201.889,0.418,1.994,0.028,1.0,0.0,0.0,0.0,2.85,3.02,3.14,3.45,6.7,2.14,1.54,0.93,0.95,0,0,0,13514
596,215.176,586,562,124,645,110,29.6,96,0.559,0.51,3.36,2.35,1.59,0.7,0.73,0.41,0.08,18.2,1.17,,214.6,3.71,djf,313,0.247,0.0,0.465,0.0,0.103,0.158,3.15,2.84,0.71,0.23,0.81,0.62,3.83,0.77,0.47,0.413,0.12,0.419,0.374,0.207,0.115,0.008,mt,0.0,0.609,0.0,0.0,0.0,0.0,0.069,0.322,0.0,0.0,0.0,0.0,0.0,-12.9,0.071,213025,Weinlaender,Glanfurt,201.3,434,4651521,2619261,AUT,CRN,Drava,1981,1976,0,0.0,0.0,1.069,RL35068086,20465298.0,"A,C",0,0,m,0.943,0.281,1.476,1.94,0.704,0.736,161.95,0.22,2.653,0.45,9.0,11.85,5.267,0.0,1.016,0.298,1.427,1.831,0.697,0.735,164.083,0.245,2.815,0.25,2.25,11.111,5.405,0.0,3.36,2.84,3.04,3.71,2.83,2.35,1.59,0.94,1.02,0,0,1,13514
604,101.761,1197,1180,196,1066,167,12.0,276,0.948,0.94,2.86,2.15,1.65,0.75,0.64,0.56,0.16,16.25,1.14,jja,211.45,3.29,djf,312,0.257,0.0,0.659,0.0,0.0,0.003,4.18,3.79,0.75,0.25,0.85,0.64,0.99,0.69,0.47,0.315,0.11,0.448,0.355,0.197,0.144,0.01,mt,0.0,0.951,0.0,0.0,0.0,0.0,0.049,0.0,0.0,0.0,0.0,0.0,0.0,-13.1,0.012,213538,Waldenstein,Waldensteiner Bach,101.0,695,4692164,2658077,AUT,CRN,Drava,1997,1997,0,0.0,0.0,1.008,RL35072171,20456986.0,-,0,0,l,,,,,,,,,,,,,,,1.364,0.459,1.617,1.087,0.812,0.828,205.75,0.622,2.786,0.15,1.5,0.0,0.0,0.0,2.86,2.9,2.97,2.87,9.14,2.15,1.65,,1.36,0,0,0,7670
611,11301.057,698,655,220,2182,81,182.8,70,0.656,0.47,3.22,2.25,1.72,0.7,0.81,0.26,0.08,8.9,1.16,jja,174.8,3.21,djf,211,0.551,0.004,0.328,0.0,0.003,0.067,3.53,3.16,0.74,0.25,0.91,0.69,10.45,1.16,0.48,0.269,0.15,0.449,0.306,0.244,0.1,0.015,su,0.0,0.014,0.006,0.0,0.0,0.0,0.324,0.259,0.015,0.38,0.0,0.001,0.001,-11.5,0.168,10035801,Dillingen,Donau,11378.7,415,4357820,2828432,DEU,BAV,Danube above Inn,1981,1970,0,0.074,0.071,0.993,RL35116732,20409832.0,-,0,0,l,1.254,0.39,1.533,1.17,0.767,0.752,183.6,0.564,2.651,0.0,0.0,0.0,0.0,0.0,1.272,0.391,1.637,1.242,0.763,0.742,185.417,0.566,2.662,0.0,0.0,0.0,0.0,0.0,3.22,2.8,3.21,2.82,3.8,2.25,1.72,1.25,1.27,0,0,0,13512
612,15025.609,646,603,212,2203,74,209.3,68,0.661,0.46,3.05,2.26,1.7,0.74,0.86,0.25,0.07,9.35,1.17,jja,178.35,3.26,djf,211,0.569,0.003,0.321,0.0,0.003,0.065,3.44,3.06,0.73,0.26,0.9,0.66,11.03,1.17,0.48,0.328,0.15,0.44,0.306,0.254,0.097,0.015,su,0.0,0.014,0.004,0.0,0.0,0.0,0.268,0.32,0.046,0.347,0.0,0.001,0.001,-11.5,0.176,10039802,Donauwoerth,Donau,15131.0,395,4380006,2844492,DEU,BAV,Danube above Inn,1981,1970,0,0.074,0.071,0.993,RL35117285,20405810.0,-,0,0,l,1.135,0.373,1.505,1.189,0.762,0.748,177.7,0.493,2.389,0.0,0.0,0.0,0.0,0.0,1.141,0.371,1.613,1.232,0.76,0.746,180.0,0.498,2.404,0.0,0.0,0.0,0.0,0.0,3.05,2.61,3.03,2.68,3.82,2.26,1.7,1.14,1.14,0,0,0,13512
624,126.341,1435,1446,355,1552,369,15.7,328,0.808,0.71,5.21,2.27,1.31,0.44,0.58,0.35,0.28,8.5,1.17,jja,158.4,2.86,djf,321,0.078,0.089,0.288,0.0,0.0,0.01,3.49,3.4,0.71,0.04,0.9,0.99,0.58,0.62,0.47,0.037,0.09,0.41,0.363,0.227,0.158,0.014,sc,0.0,0.0,0.0,0.0,0.0,0.0,0.896,0.101,0.0,0.004,0.0,0.0,0.0,-11.8,0.074,11425200,Reckenberg,Ostrach,127.0,768,4345391,2710166,DEU,BAV,Danube above Inn,1981,1970,0,0.0,0.0,0.995,RL35052613,20441182.0,-,0,0,l,5.23,1.004,1.655,2.061,0.653,0.624,229.8,1.511,13.621,1.4,1.4,0.4,4.0,0.0,5.252,1.006,1.645,2.139,0.652,0.62,232.139,1.47,13.853,1.167,1.273,0.833,3.333,0.0,5.21,4.48,5.02,4.61,5.73,2.27,1.31,5.23,5.25,0,0,0,13514
643,661.677,832,804,153,1292,78,65.1,15,0.446,0.65,4.13,2.31,1.72,0.56,0.65,0.3,0.13,11.3,1.18,jja,174.6,3.05,djf,231,0.62,0.0,0.281,0.0,0.005,0.054,4.21,3.86,0.78,0.2,1.02,0.86,13.27,1.26,0.52,0.093,0.19,0.434,0.318,0.248,0.069,0.038,su,0.0,0.0,0.0,0.0,0.0,0.0,0.056,0.225,0.0,0.713,0.0,0.0,0.005,-11.6,0.217,12406008,Tuerkheim,Wertach,666.4,591,4369606,2772404,DEU,BAV,Danube above Inn,1981,1970,0,0.145,0.142,0.993,RL35114306,20427125.0,A,0,0,s,2.186,0.529,1.274,1.914,0.609,0.534,188.2,0.649,5.726,1.35,1.421,0.7,2.0,0.0,2.147,0.518,1.171,1.822,0.613,0.545,191.139,0.641,5.564,1.111,1.429,0.5,1.5,0.0,4.13,3.51,3.77,3.91,4.82,2.31,1.72,2.19,2.15,0,0,1,13512
647,695.236,501,501,47,292,54,62.7,20,0.475,0.39,2.73,2.33,1.62,0.85,0.98,0.27,0.05,12.15,1.17,jja,199.25,3.35,djf,211,0.688,0.0,0.235,0.0,0.0,0.07,2.73,2.33,0.7,0.28,0.84,0.57,18.54,1.3,0.46,0.566,0.16,0.482,0.299,0.219,0.105,0.005,sm,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.729,0.0,0.271,0.0,0.0,0.0,-11.8,0.205,13206004,Muehlried,Paar,693.2,403,4415656,2829785,DEU,BAV,Danube above Inn,1981,1970,0,0.25,0.247,1.003,RL35116674,20409836.0,B,0,0,m,0.799,0.293,1.326,0.725,0.839,0.836,175.4,0.503,1.412,0.0,0.0,0.0,0.0,0.0,0.811,0.297,1.042,0.64,0.843,0.84,176.667,0.519,1.392,0.028,1.0,0.0,0.0,0.0,2.73,2.19,2.58,2.44,4.12,2.33,1.62,0.8,0.81,0,0,1,13507
